cluster	gene_name	gene_id	isTF	E9.5VSE10.5_l2fc	E9.5VSE10.5_padj	E10.5VSE11.5_l2fc	E10.5VSE11.5_padj	E11.5VSE12.5_l2fc	E11.5VSE12.5_padj
Mes5	Hoxd11	ENSMUSG00000042499	TRUE	-4.67756220876193	9.53072345436994e-33	NA	NA	NA	NA
Mes4	Unc5c	ENSMUSG00000059921	FALSE	NA	NA	1.81329623818407	6.5237988860588e-06	1.81835879584958	0.000327207811275835
Mes4	Cdon	ENSMUSG00000038119	FALSE	1.69454475187803	1.73957201768548e-08	NA	NA	NA	NA
Mes1	Pdk1	ENSMUSG00000006494	FALSE	1.70737625942917	1.58181459277378e-07	NA	NA	NA	NA
Mes1	Plekha2	ENSMUSG00000031557	FALSE	3.28164383584296	9.33304314638976e-16	NA	NA	NA	NA
Mes4	Sorbs2	ENSMUSG00000031626	FALSE	-1.98209242684693	0.00612150258577065	NA	NA	NA	NA
Mes5	Sdc2	ENSMUSG00000022261	FALSE	-1.56681034947183	1.86323930810584e-05	NA	NA	NA	NA
Mes3	Zbtb16	ENSMUSG00000066687	TRUE	1.71798018376974	1.47045079912973e-05	-2.38228685468303	2.51895639217556e-06	NA	NA
Mes5	Ifitm1	ENSMUSG00000025491	FALSE	-2.89010819849619	1.18551081822033e-11	NA	NA	NA	NA
Mes3	Efnb2	ENSMUSG00000001300	FALSE	1.56089527059275	1.85764336075981e-06	NA	NA	NA	NA
Mes6	Shh	ENSMUSG00000002633	FALSE	-6.14059754914953	5.33514978295146e-45	NA	NA	-6.41814377645584	1.34996438991771e-06
Mes6	Epha1	ENSMUSG00000029859	FALSE	-2.71132158869509	6.34658101743499e-13	NA	NA	NA	NA
Mes3	Tcf7	ENSMUSG00000000782	TRUE	NA	NA	NA	NA	NA	NA
Mes5	Megf11	ENSMUSG00000036466	FALSE	-3.92679091883578	0.000341619528136563	2.17720641026573	0.000337566488504931	NA	NA
Mes1	Il1rap	ENSMUSG00000022514	FALSE	2.04945452078289	2.83602358360452e-08	NA	NA	NA	NA
